name,cpu_brand,cpu_model,cpu_gen,gpu_brand,gpu_series,gpu_gen,ram_gb,rom_gb,reviews,price
"(AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 256 ГБ, AMD Radeon RX 6700 XT (12 Гб), Windows 11 Pro), черный 5.",AMD,RYZEN 5,75,AMD,RX,6700,32,256,4,880825
"112R (AMD Ryzen 5 5600G, RAM 8 ГБ, SSD 256 ГБ, AMD Radeon RX Vega 7, Windows 11 Pro), 20227444, черн",AMD,RYZEN 5,56,AMD,OTHER_AMD,0,8,256,2,458332
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce",AMD,RYZEN 5,55,NVIDIA,GTX,1080,16,1024,23,522936
"Nerpa BALTIC I532 SFF (Intel Core i5-12400, RAM 16 ГБ, SSD 51 ГБ, Intel UHD Graphics 730, Windows 10",INTEL,I5,12,INTEL,INTEGRATED_INTEL,0,16,51,0,305609
"Office (Intel Core i3-2100, RAM 8 ГБ, SSD 512 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4.",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,8,512,105,99977
"(Intel Core i7-4790, RAM 8 ГБ, SSD 480 ГБ, Intel HD Graphics 4600, Windows 10 Pro), черный матовый 1",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,8,480,0,125915
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V105 (Inte",INTEL,I3,0,AMD,RX,5600,16,256,2,265525
"(Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro), красный 5",INTEL,I7,2,NVIDIA,OTHER_NVIDIA,0,16,512,87,204648
"(Intel Core i5-11400F, RAM 16 ГБ, SSD 480 ГБ, NVIDIA GeForce RTX 3060 (8 Гб), Windows), черный 4.8 2",INTEL,I5,11,NVIDIA,RTX,3060,16,480,283,994978
"(AMD Ryzen 5 5600, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,56,NVIDIA,RTX,4060,16,1024,33,686987
"ИГРОВОЙ КОМПЬЮТЕР пк системный блок (Intel Core i7-9700T, RAM 64 ГБ, SSD 1024 ГБ, HDD 500 ГБ, NVIDIA",INTEL,I7,9,NVIDIA,GTX,1050,64,1024,2,500181
"Office (Intel Core i3-2100, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,16,120,105,98026
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Windows 11 Pro), черн",INTEL,I5,12,NVIDIA,RTX,5070,32,256,33,1041059
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce ",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,512,23,506502
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черн",INTEL,I5,12,NVIDIA,RTX,3060,32,512,33,671323
"Игровой компьютер (Intel Core i9-9900K, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Wind",INTEL,I9,9,NVIDIA,RTX,5060,32,1000,57,671427
"(Intel Core i5-13400F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черн",INTEL,I5,13,NVIDIA,RTX,3060,16,256,5,653852
"Офисный компьютер 8GEN (Intel Core i5-8500, RAM 8 ГБ, SSD 480 ГБ, Intel UHD Graphics 630, Windows 10",INTEL,I5,8,INTEL,INTEGRATED_INTEL,0,8,480,5,166934
"(Intel Core i5-13400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3070 (8 Гб), Windows 11 Pro), черны",INTEL,I5,13,NVIDIA,RTX,3070,16,512,5,701166
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows 11 Pro), ч",INTEL,I5,12,NVIDIA,RTX,5060,16,512,33,862493
"Office (AMD A10-6800K, RAM 8 ГБ, SSD 120 ГБ, AMD Radeon R5, Windows 10 Pro), черный 4.8 105 отзывов ",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,120,105,81257
"Игровой компьютер ПК (Intel Core Ultra 9 285K, RAM 64 ГБ, SSD 2048 ГБ, NVIDIA GeForce RTX 5080 (16 Г",INTEL,ULTRA CORE,2,NVIDIA,RTX,5080,64,2048,0,11051928
"(AMD Ryzen 5 2600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 11 Pro), черный",AMD,RYZEN 5,26,NVIDIA,RTX,3060,16,256,33,523123
"(Intel Core i7-4790, RAM 16 ГБ, SSD 480 ГБ, Intel HD Graphics 4600, Windows 10 Pro), черный матовый ",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,16,480,0,135654
"Игровой компьютер (Intel Core i7-9700, RAM 32 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10 P",INTEL,I7,9,AMD,RX,580,32,512,747,383029
"Игровой компьютер ПК системный блок Роскомп (AMD Ryzen 5 5600, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForc",AMD,RYZEN 5,56,NVIDIA,RTX,4060,32,1024,0,890672
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 10 Pro), черн",INTEL,I5,12,NVIDIA,RTX,3060,16,512,19,633649
"(Intel Core i7-4770, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 4600, Windows 10 Pro), черный матовый ",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,16,120,0,145977
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 10 Pro), зеле",INTEL,I5,12,NVIDIA,RTX,3060,16,512,87,586673
"Игровой компьютер (Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windo",INTEL,XEON,26,NVIDIA,OTHER_NVIDIA,0,16,1024,747,325911
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (Intel Core i5-12400F, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeF",INTEL,I5,12,NVIDIA,RTX,4070,16,1024,23,961662
"Игровой компьютер  (AMD Ryzen 5 5600, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Window",AMD,RYZEN 5,56,NVIDIA,RTX,4060,32,1024,753,702177
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 5600, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce",AMD,RYZEN 5,56,NVIDIA,GTX,1080,32,1024,23,677817
"(AMD Ryzen 5 5600, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,56,NVIDIA,RTX,4060,32,1024,33,753320
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V78 (Intel",INTEL,I3,12,NVIDIA,RTX,5060,16,512,2,611343
"Pulse (Intel Core i5-14400F, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows), белый ",INTEL,I5,14,NVIDIA,RTX,5060,32,960,402,852120
"Игровой компьютер 580 8GB (Intel Xeon E5-2650V2, RAM 64 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), W",INTEL,XEON,26,AMD,RX,580,64,1024,323,362442
"(AMD Ryzen 5 2600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3070 для ноутбуков (8 Гб), Windows 11 P",AMD,RYZEN 5,26,NVIDIA,RTX,3070,16,256,33,462452
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V81 (Intel",INTEL,I3,12,NVIDIA,RTX,5060,16,256,2,601292
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V222 (Inte",INTEL,I3,0,NVIDIA,RTX,2060,16,512,2,357771
"Игровой компьютер 2373 (Intel Core i5-13400F, RAM 32 ГБ, SSD 2000 ГБ, NVIDIA GeForce RTX 5060 (8 Гб)",INTEL,I5,13,NVIDIA,RTX,5060,32,2000,10,1104803
"(Intel Core i3-2120, RAM 8 ГБ, SSD 240 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 1 января",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,8,240,0,101017
"Мощный игровой (AMD Ryzen 5 2600, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows 11 Pro),",AMD,RYZEN 5,26,AMD,RX,580,32,1024,315,449020
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V220 (Inte",INTEL,I3,0,NVIDIA,RTX,2060,8,1024,2,382099
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 11 Pro), ч",INTEL,I5,10,NVIDIA,RTX,3060,16,1024,33,599976
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V118 (Inte",INTEL,I3,0,AMD,RX,5700,8,256,2,284783
"Игровой компьютер (AMD Ryzen 5 3600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4070 Ti SUPER (16 Гб)",AMD,RYZEN 5,36,NVIDIA,RTX,4070,16,512,14,971420
"Office (Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro), че",INTEL,I5,2,NVIDIA,OTHER_NVIDIA,0,16,512,105,155438
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V373 (Inte",INTEL,XEON,26,AMD,RX,5700,8,128,2,311136
"(Intel Core i7-3770, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 4000, Windows 10 Home), черный матовый",INTEL,I7,3,INTEL,INTEGRATED_INTEL,0,16,120,0,122286
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V421 (Inte",INTEL,XEON,26,NVIDIA,RTX,5060,8,128,2,478403
"Компьютер LuckyGame (Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, HDD 512 ГБ, AMD Radeon RX 580 (8 Г",INTEL,XEON,26,AMD,RX,580,16,512,23,327006
"(Intel Core i5-3470, RAM 16 ГБ, SSD 240 ГБ, Intel HD Graphics 2500, Без ОС), черный 5.0 1 отзыв 1 ян",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,16,240,1,97158
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V181 (Inte",INTEL,I3,0,AMD,RX,580,8,128,2,231475
"Chili Peppers (Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows 10",INTEL,I7,2,NVIDIA,GTX,1650,16,512,233,246205
"(AMD Ryzen 5 5600, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 11 Pro), черный 4.",AMD,RYZEN 5,56,NVIDIA,RTX,5060,32,512,33,762999
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (Intel Core i5-13400F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeFo",INTEL,I5,13,NVIDIA,RTX,4070,16,256,23,886652
"(Intel Core i5-3450, RAM 8 ГБ, SSD 128 ГБ, Intel HD Graphics 2500, Windows), черный матовый 5.0 4 от",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,8,128,4,102363
"Игровой компьютер (AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Window",AMD,RYZEN 5,75,NVIDIA,RTX,5060,32,1000,28,767861
"(Intel Core i3-10100, RAM 16 ГБ, SSD 240 ГБ, Intel UHD Graphics, Windows 10 Pro), черный 4.2 19 отзы",INTEL,I3,10,INTEL,INTEGRATED_INTEL,0,16,240,19,201883
"(Intel Core i3-10100, RAM 8 ГБ, SSD 240 ГБ, Intel UHD Graphics 630, Windows 10 Pro), черный матовый ",INTEL,I3,10,INTEL,INTEGRATED_INTEL,0,8,240,0,268583
"(Intel Core i3-12100F, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 11 Pro)",INTEL,I3,12,NVIDIA,RTX,2060,16,1024,33,547715
"Компьютер SuperOffice (Intel Core i3-10100F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 1050 Ti (4 Гб",INTEL,I3,10,NVIDIA,GTX,1050,16,256,0,318997
"Office (Intel Core i3-3220, RAM 8 ГБ, SSD 120 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro), чер",INTEL,I3,3,NVIDIA,OTHER_NVIDIA,0,8,120,105,132248
"Игровой компьютер ПК (Intel Xeon E5-2650, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Wi",INTEL,XEON,26,NVIDIA,RTX,3060,32,512,0,690981
"Титан D3S (Intel Core i7-12700F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows",INTEL,I7,12,NVIDIA,RTX,5060,32,1000,104,1292512
"(AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 11 Pro), черный 4.",AMD,RYZEN 5,56,NVIDIA,RTX,5060,16,512,33,665279
"Офисный компьютер (Intel Core i3-3220, RAM 8 ГБ, SSD 256 ГБ, Intel HD Graphics 2000, Windows 10 Pro)",INTEL,I3,3,INTEL,INTEGRATED_INTEL,0,8,256,753,106567
"ПК с монитором (Intel Core i5-3470, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 550 (2 Гб), Windows), черны",INTEL,I5,3,AMD,RX,550,16,512,36,358920
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V67 (Intel",INTEL,I3,12,NVIDIA,RTX,3060,8,512,2,489554
"(Intel Core i5-7400, RAM 16 ГБ, SSD 240 ГБ, Intel UHD Graphics 630, Windows 10 Pro), черный 4.2 19 о",INTEL,I5,7,INTEL,INTEGRATED_INTEL,0,16,240,19,169399
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 10 Pro), чер",AMD,RYZEN 5,55,NVIDIA,GTX,1660,16,512,87,485329
"Игровой компьютер ПК (AMD Ryzen 5 2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб),",AMD,RYZEN 5,26,NVIDIA,RTX,2060,16,512,0,4862108
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V138 (Inte",INTEL,I3,0,NVIDIA,RTX,2060,16,512,2,336481
"Игровой компьютер Paladin 1881 (AMD Ryzen 7 7700X, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5070 (",AMD,RYZEN 7,77,NVIDIA,RTX,5070,32,1000,3,1490289
"Office (Intel Core i5-2400, RAM 8 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 1030 (2 Гб), Windows 10 Pro), че",INTEL,I5,2,NVIDIA,OTHER_NVIDIA,0,8,512,105,155074
"Мощный игровой (AMD Ryzen 5 5500, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon Pro Vega 56 (8 Гб), Windows 11 ",AMD,RYZEN 5,55,AMD,OTHER_AMD,0,32,1024,315,521392
"Офисный компьютер 8GEN (Intel Core i3-8100, RAM 16 ГБ, SSD 240 ГБ, Intel UHD Graphics 630, Windows 1",INTEL,I3,8,INTEL,INTEGRATED_INTEL,0,16,240,5,192177
"Альфа V2 (AMD Ryzen 7 7700, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5070 Ti (16 Гб), Windows 11 P",AMD,RYZEN 7,77,NVIDIA,RTX,5070,32,1000,104,1668390
"Мощный игровой (AMD Ryzen 5 5600, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows 11 Pro),",AMD,RYZEN 5,56,AMD,RX,580,32,1024,315,501539
"(Intel Core i7-11700F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3050 (6 Гб), Без ОС), 9S6-B20821-05",INTEL,I7,11,NVIDIA,RTX,3050,16,512,0,543799
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V73 (Intel",INTEL,I3,12,NVIDIA,RTX,3060,8,128,2,465228
"(Intel Xeon E3-1230, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 (2 Гб), Windows 10 Pro), черный ",INTEL,XEON,0,NVIDIA,GTX,1050,16,512,5,230570
"Игровой компьютер (AMD Ryzen 5 5600, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Window",AMD,RYZEN 5,56,NVIDIA,RTX,3060,32,1024,747,690310
"(AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows 11 Pro), черный 4.",AMD,RYZEN 5,56,NVIDIA,RTX,4060,16,512,33,656378
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V420 (Inte",INTEL,XEON,26,NVIDIA,RTX,5060,16,128,2,489554
"(Intel Core i3-12100F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro),",INTEL,I3,12,NVIDIA,GTX,1660,16,256,33,448909
"(AMD Ryzen 5 3600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3050 (8 Гб), Windows 11 Pro), черный 4.",AMD,RYZEN 5,36,NVIDIA,RTX,3050,16,512,33,485386
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 960 ГБ, AMD Radeon RX 6600 XT (8 Гб), Windows 10 Pro), черный ",INTEL,I5,12,AMD,RX,6600,32,960,87,770667
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V111 (Inte",INTEL,I3,0,AMD,RX,5700,16,1024,2,341553
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V349 (Inte",INTEL,XEON,26,AMD,RX,580,8,128,2,250774
"X-COMputers *Business* (Intel Core i7-12700, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics 770, DOS), FL",INTEL,I7,12,INTEL,INTEGRATED_INTEL,0,16,512,12,397822
"Игровой компьютер ПК (AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windo",AMD,RYZEN 5,56,NVIDIA,RTX,4060,16,512,0,2151729
"(AMD Ryzen 5 8400F, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 11 Pro), черн",AMD,RYZEN 5,84,NVIDIA,RTX,3060,16,1024,5,785311
"Игровой компьютер ПК (Intel Core i5-10400F, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), W",INTEL,I5,10,NVIDIA,RTX,4060,32,512,0,2096438
"(AMD Ryzen 5 5500, RAM 32 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,55,NVIDIA,GTX,1660,32,256,33,510660
"Office (Intel Core i5-2400, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,16,120,105,116580
"(Intel Core i7-4770, RAM 16 ГБ, SSD 480 ГБ, Intel HD Graphics 4600, Windows), черный матовый 1 январ",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,16,480,0,163234
"Компьютер  (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 P",INTEL,XEON,26,NVIDIA,OTHER_NVIDIA,0,32,1024,753,264997
"Офисный компьютер (Intel Core i5-2400, RAM 16 ГБ, SSD 256 ГБ, Intel HD Graphics 2000, Windows 10 Pro",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,16,256,955,130999
"(AMD Ryzen 5 7500F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 5050 (8 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,75,NVIDIA,RTX,5050,16,256,5,743243
"C2 (AMD Ryzen 5 5600G, RAM 8 ГБ, SSD 256 ГБ, AMD Radeon RX Vega 7, Windows 11 Pro), 20226966, черный",AMD,RYZEN 5,56,AMD,OTHER_AMD,0,8,256,2,469996
"Office (Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,16,512,105,133273
"компьютер (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Window",INTEL,XEON,26,NVIDIA,RTX,2060,32,512,211,413698
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (Intel Core i5-13400F, RAM 32 ГБ, SSD 256 ГБ, NVIDIA GeFo",INTEL,I5,13,NVIDIA,RTX,4070,32,256,23,1005686
"Офисный компьютер 8GEN (Intel Core i5-8500, RAM 16 ГБ, SSD 240 ГБ, Intel UHD Graphics 630, Windows 1",INTEL,I5,8,INTEL,INTEGRATED_INTEL,0,16,240,5,205743
"Игровой компьютер (Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб)",INTEL,XEON,26,NVIDIA,RTX,2060,16,512,747,453436
"Офисный компьютер 8GEN (Intel Core i7-8700, RAM 4 ГБ, SSD 480 ГБ, Intel UHD Graphics 630, Windows 10",INTEL,I7,8,INTEL,INTEGRATED_INTEL,0,4,480,5,211038
"Игровой компьютер (Intel Core i3-3220, RAM 8 ГБ, SSD 256 ГБ, Intel HD Graphics 2000, Windows 10 Pro)",INTEL,I3,3,INTEL,INTEGRATED_INTEL,0,8,256,747,116635
"(Intel Core i3-12100F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 11 Pro)",INTEL,I3,12,NVIDIA,RTX,2060,32,1024,33,613023
"Chili Peppers (Intel Core i3-10100F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows ",INTEL,I3,10,NVIDIA,GTX,1650,16,512,233,419052
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (Intel Core i5-13400F, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeF",INTEL,I5,13,NVIDIA,RTX,3060,16,1024,23,687989
"Neo (AMD Ryzen 3 3200G, RAM 8 ГБ, SSD 256 ГБ, AMD Radeon RX Vega 8, Windows 11 Pro), 20217401, черны",AMD,RYZEN 3,32,AMD,OTHER_AMD,0,8,256,0,362371
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce ",AMD,RYZEN 5,55,NVIDIA,RTX,3060,16,512,23,564207
"Игровой компьютер 2371 (Intel Core i5-13400F, RAM 32 ГБ, SSD 2000 ГБ, NVIDIA GeForce RTX 5060 (8 Гб)",INTEL,I5,13,NVIDIA,RTX,5060,32,2000,3,1071192
"(AMD Ryzen 5 2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3070 для ноутбуков (8 Гб), Windows 11 P",AMD,RYZEN 5,26,NVIDIA,RTX,3070,16,512,33,472871
"(AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,56,NVIDIA,RTX,2060,16,512,5,587596
"Офисный компьютер 8GEN (Intel Core i5-8500, RAM 4 ГБ, SSD 480 ГБ, Intel UHD Graphics 630, Windows 10",INTEL,I5,8,INTEL,INTEGRATED_INTEL,0,4,480,5,203580
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 10 Pro), бел",AMD,RYZEN 5,55,NVIDIA,GTX,1660,16,512,87,481308
"(Intel Core i5-10400F, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 10 Pro), че",INTEL,I5,10,NVIDIA,RTX,3060,32,960,87,760681
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 11 Pro), че",INTEL,I5,12,NVIDIA,RTX,3060,16,256,5,622303
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V49 (Intel",INTEL,I3,12,NVIDIA,GTX,1060,8,128,2,328371
"Игровой компьютер GTX 1660 SUPER 6GB RAM 32GB SSD 512GB 2680v4 (Intel Xeon E5-2680V4, RAM 32 ГБ, SSD",INTEL,XEON,26,NVIDIA,GTX,1660,32,512,323,408074
"Игровой компьютер RX 570 4GB RAM 32GB SSD 512GB 2650v2 (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 512 ГБ,",INTEL,XEON,26,AMD,RX,570,32,512,323,291219
"Office (Intel Core i3-2100, RAM 16 ГБ, SSD 240 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,16,240,105,112855
"(AMD Ryzen 5 3600, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro), че",AMD,RYZEN 5,36,NVIDIA,GTX,1660,32,1024,33,535581
"Офисный компьютер (Intel Core i5-2400, RAM 16 ГБ, SSD 1024 ГБ, Intel HD Graphics 2000, Windows 10 Pr",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,16,1024,753,186054
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V37 (Intel",INTEL,I3,12,AMD,RX,5700,8,128,2,384127
